NAME,GEO_ID,pop_est,pop_est_me,state,year
North Carolina,0400000US37,10264876,-555555555,37,2019
North Dakota,0400000US38,756717,-555555555,38,2019
Ohio,0400000US39,11655397,-555555555,39,2019
Oklahoma,0400000US40,3932870,-555555555,40,2019
Oregon,0400000US41,4129803,-555555555,41,2019
Pennsylvania,0400000US42,12791530,-555555555,42,2019
Rhode Island,0400000US44,1057231,-555555555,44,2019
South Carolina,0400000US45,5020806,-555555555,45,2019
South Dakota,0400000US46,870638,-555555555,46,2019
Tennessee,0400000US47,6709356,-555555555,47,2019
Texas,0400000US48,28260856,-555555555,48,2019
Vermont,0400000US50,624313,-555555555,50,2019
Utah,0400000US49,3096848,-555555555,49,2019
Virginia,0400000US51,8454463,-555555555,51,2019
Washington,0400000US53,7404107,-555555555,53,2019
West Virginia,0400000US54,1817305,-555555555,54,2019
Wisconsin,0400000US55,5790716,-555555555,55,2019
Wyoming,0400000US56,581024,-555555555,56,2019
Puerto Rico,0400000US72,3318447,-555555555,72,2019
Arkansas,0400000US05,3011873,-555555555,05,2020
Washington,0400000US53,7512465,-555555555,53,2020
Kansas,0400000US20,2912619,-555555555,20,2020
Oklahoma,0400000US40,3949342,-555555555,40,2020
Wisconsin,0400000US55,5806975,-555555555,55,2020
Mississippi,0400000US28,2981835,-555555555,28,2020
Missouri,0400000US29,6124160,-555555555,29,2020
Michigan,0400000US26,9973907,-555555555,26,2020
Rhode Island,0400000US44,1057798,-555555555,44,2020
Minnesota,0400000US27,5600166,-555555555,27,2020
Iowa,0400000US19,3150011,-555555555,19,2020
New Mexico,0400000US35,2097021,-555555555,35,2020
Nevada,0400000US32,3030281,-555555555,32,2020
Delaware,0400000US10,967679,-555555555,10,2020
Puerto Rico,0400000US72,3255642,-555555555,72,2020
Kentucky,0400000US21,4461952,-555555555,21,2020
South Dakota,0400000US46,879336,-555555555,46,2020
Tennessee,0400000US47,6772268,-555555555,47,2020
Pennsylvania,0400000US42,12794885,-555555555,42,2020
California,0400000US06,39346023,-555555555,06,2020
West Virginia,0400000US54,1807426,-555555555,54,2020
Utah,0400000US49,3151239,-555555555,49,2020
New York,0400000US36,19514849,-555555555,36,2020
District of Columbia,0400000US11,701974,-555555555,11,2020
Alaska,0400000US02,736990,-555555555,02,2020
Florida,0400000US12,21216924,-555555555,12,2020
South Carolina,0400000US45,5091517,-555555555,45,2020
North Dakota,0400000US38,760394,-555555555,38,2020
Maine,0400000US23,1340825,-555555555,23,2020
Georgia,0400000US13,10516579,-555555555,13,2020
Alabama,0400000US01,4893186,-555555555,01,2020
New Hampshire,0400000US33,1355244,-555555555,33,2020
Oregon,0400000US41,4176346,-555555555,41,2020
Wyoming,0400000US56,581348,-555555555,56,2020
Arizona,0400000US04,7174064,-555555555,04,2020
Louisiana,0400000US22,4664616,-555555555,22,2020
Indiana,0400000US18,6696893,-555555555,18,2020
Idaho,0400000US16,1754367,-555555555,16,2020
Connecticut,0400000US09,3570549,-555555555,09,2020
Hawaii,0400000US15,1420074,-555555555,15,2020
Illinois,0400000US17,12716164,-555555555,17,2020
Massachusetts,0400000US25,6873003,-555555555,25,2020
Texas,0400000US48,28635442,-555555555,48,2020
Montana,0400000US30,1061705,-555555555,30,2020
Nebraska,0400000US31,1923826,-555555555,31,2020
Ohio,0400000US39,11675275,-555555555,39,2020
Colorado,0400000US08,5684926,-555555555,08,2020
New Jersey,0400000US34,8885418,-555555555,34,2020
Maryland,0400000US24,6037624,-555555555,24,2020
Virginia,0400000US51,8509358,-555555555,51,2020
Vermont,0400000US50,624340,-555555555,50,2020
North Carolina,0400000US37,10386227,-555555555,37,2020
Alabama,0400000US01,4997675,-555555555,01,2021
Alaska,0400000US02,735951,-555555555,02,2021
Arizona,0400000US04,7079203,-555555555,04,2021
Arkansas,0400000US05,3006309,-555555555,05,2021
California,0400000US06,39455353,-555555555,06,2021
Colorado,0400000US08,5723176,-555555555,08,2021
Connecticut,0400000US09,3605330,-555555555,09,2021
Delaware,0400000US10,981892,-555555555,10,2021
District of Columbia,0400000US11,683154,-555555555,11,2021
Florida,0400000US12,21339762,-555555555,12,2021
Georgia,0400000US13,10625615,-555555555,13,2021
Hawaii,0400000US15,1453498,-555555555,15,2021
Idaho,0400000US16,1811617,-555555555,16,2021
Illinois,0400000US17,12821813,-555555555,17,2021
Indiana,0400000US18,6751340,-555555555,18,2021
Iowa,0400000US19,3179090,-555555555,19,2021
Kansas,0400000US20,2932099,-555555555,20,2021
Kentucky,0400000US21,4494141,-555555555,21,2021
Louisiana,0400000US22,4657305,-555555555,22,2021
Maine,0400000US23,1357046,-555555555,23,2021
Maryland,0400000US24,6148545,-555555555,24,2021
Massachusetts,0400000US25,6991852,-555555555,25,2021
Michigan,0400000US26,10062512,-555555555,26,2021
Minnesota,0400000US27,5670472,-555555555,27,2021
Mississippi,0400000US28,2967023,-555555555,28,2021
Missouri,0400000US29,6141534,-555555555,29,2021
Montana,0400000US30,1077978,-555555555,30,2021
Nebraska,0400000US31,1951480,-555555555,31,2021
Nevada,0400000US32,3059238,-555555555,32,2021
New Hampshire,0400000US33,1372175,-555555555,33,2021
New Jersey,0400000US34,9234024,-555555555,34,2021
New Mexico,0400000US35,2109366,-555555555,35,2021
New York,0400000US36,20114745,-555555555,36,2021
North Carolina,0400000US37,10367022,-555555555,37,2021
North Dakota,0400000US38,773344,-555555555,38,2021
Ohio,0400000US39,11769923,-555555555,39,2021
Oklahoma,0400000US40,3948136,-555555555,40,2021
Oregon,0400000US41,4207177,-555555555,41,2021
Pennsylvania,0400000US42,12970650,-555555555,42,2021
Rhode Island,0400000US44,1091949,-555555555,44,2021
South Carolina,0400000US45,5078903,-555555555,45,2021
South Dakota,0400000US46,881785,-555555555,46,2021
Tennessee,0400000US47,6859497,-555555555,47,2021
Texas,0400000US48,28862581,-555555555,48,2021
Utah,0400000US49,3231370,-555555555,49,2021
Vermont,0400000US50,641637,-555555555,50,2021
Virginia,0400000US51,8582479,-555555555,51,2021
Washington,0400000US53,7617364,-555555555,53,2021
West Virginia,0400000US54,1801049,-555555555,54,2021
Wisconsin,0400000US55,5871661,-555555555,55,2021
Wyoming,0400000US56,576641,-555555555,56,2021
Puerto Rico,0400000US72,3311274,-555555555,72,2021
Alabama,0400000US01,5028092,-555555555,01,2022
Alaska,0400000US02,734821,-555555555,02,2022
Arizona,0400000US04,7172282,-555555555,04,2022
Arkansas,0400000US05,3018669,-555555555,05,2022
California,0400000US06,39356104,-555555555,06,2022
Colorado,0400000US08,5770790,-555555555,08,2022
Connecticut,0400000US09,3611317,-555555555,09,2022
Delaware,0400000US10,993635,-555555555,10,2022
District of Columbia,0400000US11,670587,-555555555,11,2022
Florida,0400000US12,21634529,-555555555,12,2022
Georgia,0400000US13,10722325,-555555555,13,2022
Hawaii,0400000US15,1450589,-555555555,15,2022
Idaho,0400000US16,1854109,-555555555,16,2022
Illinois,0400000US17,12757634,-555555555,17,2022
Indiana,0400000US18,6784403,-555555555,18,2022
Iowa,0400000US19,3188836,-555555555,19,2022
Kansas,0400000US20,2935922,-555555555,20,2022
Kentucky,0400000US21,4502935,-555555555,21,2022
Louisiana,0400000US22,4640546,-555555555,22,2022
Maine,0400000US23,1366949,-555555555,23,2022
Maryland,0400000US24,6161707,-555555555,24,2022
Massachusetts,0400000US25,6984205,-555555555,25,2022
Michigan,0400000US26,10057921,-555555555,26,2022
Minnesota,0400000US27,5695292,-555555555,27,2022
Mississippi,0400000US28,2958846,-555555555,28,2022
Missouri,0400000US29,6154422,-555555555,29,2022
Montana,0400000US30,1091840,-555555555,30,2022
Nebraska,0400000US31,1958939,-555555555,31,2022
Nevada,0400000US32,3104817,-555555555,32,2022
New Hampshire,0400000US33,1379610,-555555555,33,2022
New Jersey,0400000US34,9249063,-555555555,34,2022
New Mexico,0400000US35,2112463,-555555555,35,2022
New York,0400000US36,19994379,-555555555,36,2022
North Carolina,0400000US37,10470214,-555555555,37,2022
North Dakota,0400000US38,776874,-555555555,38,2022
Ohio,0400000US39,11774683,-555555555,39,2022
Oklahoma,0400000US40,3970497,-555555555,40,2022
Oregon,0400000US41,4229374,-555555555,41,2022
Pennsylvania,0400000US42,12989208,-555555555,42,2022
Rhode Island,0400000US44,1094250,-555555555,44,2022
South Carolina,0400000US45,5142750,-555555555,45,2022
South Dakota,0400000US46,890342,-555555555,46,2022
Tennessee,0400000US47,6923772,-555555555,47,2022
Texas,0400000US48,29243342,-555555555,48,2022
Utah,0400000US49,3283809,-555555555,49,2022
Vermont,0400000US50,643816,-555555555,50,2022
Virginia,0400000US51,8624511,-555555555,51,2022
Washington,0400000US53,7688549,-555555555,53,2022
West Virginia,0400000US54,1792967,-555555555,54,2022
Wisconsin,0400000US55,5882128,-555555555,55,2022
Wyoming,0400000US56,577929,-555555555,56,2022
Puerto Rico,0400000US72,3272382,-555555555,72,2022
Alabama,0400000US01,5054253,-555555555,01,2023
Alaska,0400000US02,733971,-555555555,02,2023
Arizona,0400000US04,7268175,-555555555,04,2023
Arkansas,0400000US05,3032651,-555555555,05,2023
California,0400000US06,39242785,-555555555,06,2023
Colorado,0400000US08,5810774,-555555555,08,2023
Connecticut,0400000US09,3598348,-555555555,09,2023
Delaware,0400000US10,1005872,-555555555,10,2023
District of Columbia,0400000US11,672079,-555555555,11,2023
Florida,0400000US12,21928881,-555555555,12,2023
Georgia,0400000US13,10822590,-555555555,13,2023
Hawaii,0400000US15,1445635,-555555555,15,2023
Idaho,0400000US16,1893296,-555555555,16,2023
Illinois,0400000US17,12692653,-555555555,17,2023
Indiana,0400000US18,6811752,-555555555,18,2023
Iowa,0400000US19,3195937,-555555555,19,2023
Kansas,0400000US20,2937569,-555555555,20,2023
Kentucky,0400000US21,4510725,-555555555,21,2023
Louisiana,0400000US22,4621025,-555555555,22,2023
Maine,0400000US23,1377400,-555555555,23,2023
Maryland,0400000US24,6170738,-555555555,24,2023
Massachusetts,0400000US25,6992395,-555555555,25,2023
Michigan,0400000US26,10051595,-555555555,26,2023
Minnesota,0400000US27,5713716,-555555555,27,2023
Mississippi,0400000US28,2951438,-555555555,28,2023
Missouri,0400000US29,6168181,-555555555,29,2023
Montana,0400000US30,1105072,-555555555,30,2023
Nebraska,0400000US31,1965926,-555555555,31,2023
Nevada,0400000US32,3141000,-555555555,32,2023
New Hampshire,0400000US33,1387834,-555555555,33,2023
New Jersey,0400000US34,9267014,-555555555,34,2023
New Mexico,0400000US35,2114768,-555555555,35,2023
New York,0400000US36,19872319,-555555555,36,2023
North Carolina,0400000US37,10584340,-555555555,37,2023
North Dakota,0400000US38,779361,-555555555,38,2023
Ohio,0400000US39,11780046,-555555555,39,2023
Oklahoma,0400000US40,3995260,-555555555,40,2023
Oregon,0400000US41,4238714,-555555555,41,2023
Pennsylvania,0400000US42,12986518,-555555555,42,2023
Rhode Island,0400000US44,1095371,-555555555,44,2023
South Carolina,0400000US45,5212774,-555555555,45,2023
South Dakota,0400000US46,899194,-555555555,46,2023
Tennessee,0400000US47,6986082,-555555555,47,2023
Texas,0400000US48,29640343,-555555555,48,2023
Utah,0400000US49,3331187,-555555555,49,2023
Vermont,0400000US50,645254,-555555555,50,2023
Virginia,0400000US51,8657499,-555555555,51,2023
Washington,0400000US53,7740984,-555555555,53,2023
West Virginia,0400000US54,1784462,-555555555,54,2023
Wisconsin,0400000US55,5892023,-555555555,55,2023
Wyoming,0400000US56,579761,-555555555,56,2023
Puerto Rico,0400000US72,3254885,-555555555,72,2023
Alabama,0400000US01,5086768,-555555555,01,2024
Alaska,0400000US02,735706,-555555555,02,2024
Arizona,0400000US04,7378838,-555555555,04,2024
Arkansas,0400000US05,3049391,-555555555,05,2024
California,0400000US06,39287377,-555555555,06,2024
Colorado,0400000US08,5862189,-555555555,08,2024
Connecticut,0400000US09,3624508,-555555555,09,2024
Delaware,0400000US10,1021191,-555555555,10,2024
District of Columbia,0400000US11,681294,-555555555,11,2024
Florida,0400000US12,22416077,-555555555,12,2024
Georgia,0400000US13,10940407,-555555555,13,2024
Hawaii,0400000US15,1445235,-555555555,15,2024
Idaho,0400000US16,1934262,-555555555,16,2024
Illinois,0400000US17,12694798,-555555555,17,2024
Indiana,0400000US18,6851073,-555555555,18,2024
Iowa,0400000US19,3210507,-555555555,19,2024
Kansas,0400000US20,2947197,-555555555,20,2024
Kentucky,0400000US21,4534824,-555555555,21,2024
Louisiana,0400000US22,4611961,-555555555,22,2024
Maine,0400000US23,1387817,-555555555,23,2024
Maryland,0400000US24,6206011,-555555555,24,2024
Massachusetts,0400000US25,7044056,-555555555,25,2024
Michigan,0400000US26,10077761,-555555555,26,2024
Minnesota,0400000US27,5739445,-555555555,27,2024
Mississippi,0400000US28,2946779,-555555555,28,2024
Missouri,0400000US29,6191814,-555555555,29,2024
Montana,0400000US30,1116875,-555555555,30,2024
Nebraska,0400000US31,1978707,-555555555,31,2024
Nevada,0400000US32,3184612,-555555555,32,2024
New Hampshire,0400000US33,1394868,-555555555,33,2024
New Jersey,0400000US34,9343809,-555555555,34,2024
New Mexico,0400000US35,2120246,-555555555,35,2024
New York,0400000US36,19852366,-555555555,36,2024
North Carolina,0400000US37,10730404,-555555555,37,2024
North Dakota,0400000US38,784841,-555555555,38,2024
Ohio,0400000US39,11810293,-555555555,39,2024
Oklahoma,0400000US40,4028634,-555555555,40,2024
Oregon,0400000US41,4254293,-555555555,41,2024
Pennsylvania,0400000US42,13018639,-555555555,42,2024
Rhode Island,0400000US44,1101801,-555555555,44,2024
South Carolina,0400000US45,5296225,-555555555,45,2024
South Dakota,0400000US46,907428,-555555555,46,2024
Tennessee,0400000US47,7066383,-555555555,47,2024
Texas,0400000US48,30188424,-555555555,48,2024
Utah,0400000US49,3392331,-555555555,49,2024
Vermont,0400000US50,647106,-555555555,50,2024
Virginia,0400000US51,8705170,-555555555,51,2024
Washington,0400000US53,7816116,-555555555,53,2024
West Virginia,0400000US54,1778373,-555555555,54,2024
Wisconsin,0400000US55,5914872,-555555555,55,2024
Wyoming,0400000US56,582397,-555555555,56,2024
Puerto Rico,0400000US72,3234309,-555555555,72,2024
