,NAME,GEO_ID,est_households,est_households_me,under_10k,under_10k_me,bw_10_15k,bw_10_15k_me,bw_15_25k,bw_15_25k_me,bw_25_35k,bw_25_35k_me,bw_35_50k,bw_35_50k_me,bw_50_75k,bw_50_75k_me,bw_75_100k,bw_75_100k_me,bw_100_150k,bw_100_150k_me,bw_150_200k,bw_150_200k_me,over_200k,over_200k_me,median_hh_income,median_hh_income_me,mean_hh_income,mean_hh_income_me,state,year
1,Arkansas,0400000US05,1170544,4411,87109,2164,66021,1839,139291,2800,132435,2429,165405,3287,215100,3131,135461,2790,136718,2892,46660,1773,46344,1806,49475,431,69357,648,05,2020
2,Washington,0400000US53,2905822,5585,128995,3066,89342,2703,187426,3396,199280,3411,314740,4914,496750,5198,394352,4690,529186,5470,259273,3401,306478,4023,77006,296,103669,473,53,2020
3,Kansas,0400000US20,1141985,4096,60553,1674,45372,1546,99905,2392,109267,2629,154259,2786,213858,2936,153943,2418,172235,2574,67637,1635,64956,1691,61091,354,82103,506,20,2020
4,Oklahoma,0400000US40,1493569,3009,99449,2499,70502,1408,159731,2712,154421,3236,209946,3329,276790,3581,186190,3125,198402,3229,71501,2196,66637,1574,53840,375,74195,531,40,2020
5,Wisconsin,0400000US55,2377935,5709,109952,2178,98635,1949,205288,3661,214179,3152,308113,3248,449379,4660,335854,3823,388012,4304,143889,2272,124634,2092,63293,303,82757,379,55,2020
6,Mississippi,0400000US28,1116649,4463,104924,2538,74879,2133,137726,2931,122490,2612,151138,2749,189437,3317,127828,2975,125217,2934,45303,1762,37707,1760,46511,373,65156,488,28,2020
7,Missouri,0400000US29,2440212,6698,147673,3343,108642,2545,234579,3960,243951,3651,334648,3916,451336,4652,318133,4620,346800,4004,128665,2490,125785,2649,57290,288,78194,433,29,2020
8,Michigan,0400000US26,3980408,8401,254424,4371,164841,2699,364976,4578,383601,4542,527421,4957,723559,5421,515271,4244,582349,5093,236748,3681,227218,3396,59234,218,80803,312,26,2020
9,Rhode Island,0400000US44,414730,1881,23068,1488,20361,1204,33413,1667,32221,1448,44659,1821,65573,2075,55280,2004,75889,2062,32357,1375,31909,1180,70305,949,92427,1274,44,2020
10,Minnesota,0400000US27,2207988,5616,91125,2099,76090,1768,154526,2651,164639,2557,254917,3141,384642,3443,310848,3005,404157,4134,180414,2930,186630,2779,73382,297,96814,386,27,2020
11,Iowa,0400000US19,1273941,4037,64607,1652,51206,1591,110143,2335,118343,2328,167084,2617,243639,3631,182007,2728,202695,2692,70804,1774,63413,1690,61836,294,80316,490,19,2020
12,New Mexico,0400000US35,792755,2457,66887,2314,45200,2037,88654,2628,81926,2585,104626,2643,140818,2964,92575,2309,101637,2694,37601,1499,32831,1277,51243,514,70241,602,35,2020
13,Nevada,0400000US32,1130011,2777,66304,1893,39423,1483,95711,2343,103086,2418,150440,2888,209130,3932,155150,2917,174268,3070,69852,1864,66647,1982,62043,445,84350,746,32,2020
14,Delaware,0400000US10,370953,1823,19160,1225,13010,890,25410,1205,32990,1879,43427,1358,65843,1847,51437,1743,62935,2154,28648,989,28093,1325,69110,1112,92308,1355,10,2020
15,Puerto Rico,0400000US72,1205749,3649,318170,3927,140728,3089,220806,3853,149680,2734,144508,3073,122868,2474,51495,1712,35030,1330,10964,674,11500,767,21058,186,33315,282,72,2020
16,Kentucky,0400000US21,1748053,5379,142210,2989,95952,1907,182158,3109,182231,2675,235449,3498,313800,4138,216004,3378,227724,3811,79127,2290,73398,1867,52238,300,72318,481,21,2020
17,South Dakota,0400000US46,347878,1737,18482,856,14295,836,30094,1300,34679,1380,47410,1512,66588,1775,50831,1424,52445,1587,17582,769,15472,844,59896,725,77932,948,46,2020
18,Tennessee,0400000US47,2639455,6788,175988,3380,130396,2901,264584,4602,268542,4025,367073,4474,486768,4847,328793,4316,351796,5084,130018,2878,135497,2927,54833,285,76937,422,47,2020
19,Pennsylvania,0400000US42,5106601,8064,296733,3893,206216,3771,451019,4888,457868,5358,618070,6100,896229,6572,674070,6121,800951,6301,341400,4521,364045,4699,63627,256,87262,348,42,2020
20,California,0400000US06,13103114,18542,614887,6699,507398,5286,909475,6790,929716,7272,1316064,8711,2007523,10495,1616338,9649,2235114,12762,1227224,8960,1739375,11874,78672,270,111622,320,06,2020
21,West Virginia,0400000US54,734235,2810,62341,2318,43003,1497,90248,2385,79423,2232,104031,2597,131167,2787,84975,1962,87356,2291,28689,1248,23002,974,48037,616,65332,692,54,2020
22,Utah,0400000US49,1003345,2384,36211,1536,27395,1378,60957,1966,72694,2081,118084,2503,192127,3210,154963,2976,193037,2657,77824,2098,70053,1851,74197,508,94452,680,49,2020
23,New York,0400000US36,7417224,12559,471680,6161,340614,4703,601926,5811,560412,6189,770616,7578,1118036,6922,887731,7657,1188982,8608,623359,5415,853868,7194,71117,266,105304,410,36,2020
24,District of Columbia,0400000US11,288307,1319,24083,1442,11315,809,15615,929,15997,1011,20898,1402,35788,1690,30691,1575,47177,1707,29680,1556,57063,1546,90842,1580,133587,2032,11,2020
25,Alaska,0400000US02,255173,1326,9818,613,7476,651,15839,801,17156,905,25805,1263,46607,1389,36114,1353,49216,1390,24610,1024,22532,1054,77790,1134,98811,1165,02,2020
26,Florida,0400000US12,7931313,23200,494959,6755,329848,4816,737220,6873,788025,8986,1094783,9249,1453714,9403,990657,9369,1088541,11023,443475,6872,510091,6457,57703,269,83104,375,12,2020
27,South Carolina,0400000US45,1961481,5748,144667,3397,93868,2582,194898,4257,199233,3512,265063,4760,356814,4540,242320,4419,262595,3908,102323,2666,99700,2272,54864,343,76390,519,45,2020
28,North Dakota,0400000US38,320873,1737,18120,846,12664,795,25727,1070,27046,1201,37951,1575,59948,1457,45303,1403,54533,1274,20323,961,19258,1127,65315,840,85506,1117,38,2020
29,Maine,0400000US23,569551,2285,30114,1180,27909,1288,55066,1727,53112,2105,74563,1667,105096,2018,78697,1746,85558,1975,31530,1066,27906,1046,59489,682,78301,665,23,2020
30,Georgia,0400000US13,3830264,8096,251018,4726,160845,3209,344412,5882,354979,4750,478255,5785,673399,5822,486119,5956,569103,6920,241942,4286,270192,4267,61224,306,85691,467,13,2020
31,Alabama,0400000US01,1888504,5749,153635,2979,105415,2397,206400,3043,197384,3920,249022,4043,330327,4385,222963,3922,247918,3715,91821,2370,83619,2263,52035,377,71964,524,01,2020
32,New Hampshire,0400000US33,539116,1981,19786,949,16073,1148,36031,1530,40516,1695,54782,1625,92046,2373,76059,1942,102040,2345,49523,1505,52260,1326,77923,846,101292,828,33,2020
33,Oregon,0400000US41,1642579,3451,88320,2485,62190,2230,133827,2686,142135,2718,199953,3196,297885,4150,218325,3653,266691,4398,114652,2319,118601,2840,65667,390,88137,556,41,2020
34,Wyoming,0400000US56,233231,1535,12063,772,8702,709,18880,1037,20506,966,28705,1399,42564,1293,34853,1320,40800,1505,14383,889,11775,848,65304,1056,83583,1532,56,2020
35,Arizona,0400000US04,2643430,6290,157193,3123,98275,2900,227348,4089,238460,4356,351611,4885,492864,5684,349684,4811,397638,5236,161192,3250,169165,2928,61529,286,84380,515,04,2020
36,Louisiana,0400000US22,1751956,5502,155441,3252,96888,2422,213082,4692,178747,3375,218536,3597,285266,4930,199702,4450,227703,3962,93472,2664,83119,2516,50800,360,73759,677,22,2020
37,Indiana,0400000US18,2602770,6793,153094,3322,107633,2897,246226,3892,256628,4101,352805,4083,500937,4756,350910,4388,381393,4959,135082,2895,118062,2611,58235,305,76984,369,18,2020
38,Idaho,0400000US16,649299,2233,32425,1374,25981,1170,59496,2058,62839,2065,90953,2338,135678,2859,84774,2350,94079,2653,32234,1620,30840,1569,58915,599,77399,905,16,2020
39,Connecticut,0400000US09,1385437,3268,68078,2433,47492,2013,94433,2260,94907,2769,138385,2991,214021,3343,169430,2954,243261,3698,132437,2411,182993,2841,79855,587,115337,745,09,2020
40,Hawaii,0400000US15,467932,1883,22748,1092,12622,773,25510,1093,29392,1281,45563,1367,75210,1842,64223,1550,91069,2055,48926,1203,52669,1519,83173,983,107348,1158,15,2020
41,Illinois,0400000US17,4884061,8585,298656,4190,179484,3266,396382,4044,394653,4537,548980,5158,815673,6795,627786,5803,810249,7070,380160,4720,432038,4633,68428,267,95115,360,17,2020
42,Massachusetts,0400000US25,2646980,4188,132385,2964,107856,2711,179945,3390,168752,2935,239021,3762,368728,4391,316659,3999,475386,4841,279582,4535,378666,4605,84385,511,115964,563,25,2020
43,Texas,0400000US48,9906070,18881,591845,7147,387297,5999,831811,7159,880917,7607,1217734,10547,1740601,9398,1242248,11333,1546177,10523,692907,8678,774533,7844,63826,218,89506,315,48,2020
44,Montana,0400000US30,436048,1975,24960,1219,21216,958,41955,1490,45685,1660,58971,1699,83553,1582,55819,1556,60180,1560,23379,984,20330,1105,56539,637,76834,958,30,2020
45,Nebraska,0400000US31,766663,2410,38358,1300,28791,1131,63033,1615,70510,1753,101829,2090,147585,2316,108323,1989,121733,2133,46641,1379,39860,1153,63015,563,82306,689,31,2020
46,Ohio,0400000US39,4717226,9371,312285,4328,205843,3504,449291,4772,450926,5413,625361,5574,867927,6844,615531,6279,679949,5732,264032,4492,246081,3669,58116,228,78797,279,39,2020
47,Colorado,0400000US08,2137402,4703,96924,2326,65782,2179,141421,2934,154659,2897,235113,3751,371492,5083,290253,3816,388652,4663,186878,3613,206228,3125,75231,379,100933,594,08,2020
48,New Jersey,0400000US34,3272054,6029,154067,3434,100910,2778,219123,3238,217121,3651,295724,4997,473023,5245,401811,4681,583829,5587,341209,4500,485237,5386,85245,402,117868,480,34,2020
49,Maryland,0400000US24,2230527,4131,103685,2850,57440,1899,124319,2471,137082,2638,207122,3832,338125,4830,290610,3804,430949,4716,241284,3442,299911,3598,87063,391,114236,568,24,2020
50,Virginia,0400000US51,3184121,7450,151739,3019,103516,2625,221834,4262,227036,3796,342619,3920,518677,5207,411580,5167,548694,5833,287495,4060,370931,4288,76398,361,106023,679,51,2020
51,Vermont,0400000US50,262852,1220,11930,874,12907,703,22688,1152,23388,892,32383,1139,48080,1388,36571,1105,42979,1245,16114,807,15812,742,63477,710,83767,1048,50,2020
52,North Carolina,0400000US37,4031592,8480,250593,4703,195066,3475,390648,4836,403299,4999,550272,6290,725059,5758,507194,6486,552941,5665,216293,3754,240227,3856,56642,280,79620,412,37,2020
1,Alabama,0400000US01,1902983,5852,140205,2796,103832,2627,195229,3764,190543,3566,246704,4803,328532,4451,230067,3563,263256,3740,106617,2500,97998,2204,54943,377,76150,467,01,2021
2,Alaska,0400000US02,260561,1334,10644,756,7170,629,16136,841,16199,861,25525,1048,45925,1526,35821,1420,50022,1697,26172,911,26947,945,80287,1113,103258,1045,02,2021
3,Arizona,0400000US04,2683557,6004,148295,3183,90482,2545,207020,3697,228021,3946,338093,5193,488175,5868,361450,4518,436397,5049,186606,3469,199018,3527,65913,387,89693,503,04,2021
4,Arkansas,0400000US05,1158460,3725,79251,2187,62650,2094,128747,2556,127088,2786,161011,3119,209350,3633,137297,2715,145709,2854,54652,1867,52705,1727,52123,458,73346,765,05,2021
5,California,0400000US06,13217586,19810,608329,7046,471825,5278,824646,7635,882663,6550,1239134,9137,1947417,10339,1621793,9738,2310752,11512,1314071,8630,1996956,12912,84097,236,119149,348,06,2021
6,Colorado,0400000US08,2227932,3823,97533,2681,63216,1930,131940,2858,146534,3026,230773,4017,374660,3991,298937,4122,418883,4349,217388,3012,248068,3760,80184,450,107446,571,08,2021
7,Connecticut,0400000US09,1397324,3455,66533,1964,47010,1875,90271,2766,92774,2423,132347,3071,208573,3374,169273,3246,246470,3832,140910,2592,203163,3091,83572,568,120670,927,09,2021
8,Delaware,0400000US10,381097,1552,18656,1309,12429,941,25196,1160,30179,1607,43400,1845,66005,1964,53499,1972,66716,2019,32528,1427,32489,1333,72724,1127,97081,1220,10,2021
9,District of Columbia,0400000US11,310104,1722,25716,1664,11103,1073,15840,1016,16966,1275,21214,1381,37968,1495,35005,1633,49276,2054,31658,1461,65358,1748,93547,1718,138421,2011,11,2021
10,Florida,0400000US12,8157420,21974,479790,6977,320587,5166,698552,7488,761993,8453,1060848,9048,1482427,11368,1045393,10610,1198886,10899,513107,6546,595837,7779,61777,263,88267,395,12,2021
11,Georgia,0400000US13,3885371,8940,235927,5143,154077,3212,320834,5026,341362,5024,461838,7193,676085,7934,500145,6476,603397,6000,275916,5034,315790,5094,65030,355,91082,498,13,2021
12,Hawaii,0400000US15,478413,2009,22771,1199,12094,803,24859,1288,28227,1468,43803,1688,71907,1777,65498,1884,94242,1876,53902,1735,61110,1706,88005,761,113310,1381,15,2021
13,Idaho,0400000US16,657101,2559,28187,1190,24693,1192,54367,1882,59058,1868,85964,2268,133907,3309,90429,2641,104458,2718,38881,1760,37157,1708,63377,614,83777,937,16,2021
14,Illinois,0400000US17,4930255,7843,289764,4842,172660,3144,365922,4730,379283,5370,528830,5342,801687,6423,634032,5455,841113,7249,418667,4354,498297,5072,72563,319,100719,403,17,2021
15,Indiana,0400000US18,2622601,6597,145585,3338,100870,2497,227831,3496,243021,3859,342226,4258,492800,5083,362436,4111,409271,5003,157816,2967,140745,2829,61944,284,81703,396,18,2021
16,Iowa,0400000US19,1275893,3252,59741,1566,48339,1324,104101,2101,110075,2487,160679,3002,240122,3068,181264,2655,216340,2452,81830,2007,73402,2088,65429,397,84948,517,19,2021
17,Kansas,0400000US20,1139738,3775,56498,1796,41861,1418,92857,2460,101206,2437,147604,2667,210541,3175,155373,2938,182258,2649,76839,2086,74701,1943,64521,344,87033,712,20,2021
18,Kentucky,0400000US21,1748475,5017,130824,3086,92428,2450,169926,3100,173501,3086,229602,3638,311614,4130,218767,3641,245894,3960,90904,2325,85015,2051,55454,389,76511,488,21,2021
19,Louisiana,0400000US22,1748688,5810,151146,3517,100353,2922,190928,3992,173571,3877,210056,4081,282298,4344,198838,2825,240151,3674,102229,2550,99118,2515,53571,378,77025,646,22,2021
20,Maine,0400000US23,571064,1997,28613,1184,26574,1196,50038,1506,50008,1558,72648,1667,101944,2234,79889,2024,90347,2064,37807,1583,33196,1079,63182,651,83914,730,23,2021
21,Maryland,0400000US24,2294270,4090,104364,2499,58719,2102,118171,3238,131659,3394,203176,3773,336781,3875,289593,4332,444459,5202,263465,3688,343883,3916,91431,570,120234,609,24,2021
22,Massachusetts,0400000US25,2714448,4158,129130,3112,107951,2860,174722,3289,164356,3591,230185,3555,365914,4033,316270,4097,483378,4713,300065,4381,442477,4633,89026,495,123174,599,25,2021
23,Michigan,0400000US26,3976729,8287,234431,3407,158947,3133,332633,3824,359792,4342,504039,4828,711874,5186,526260,4372,618562,6158,266048,3468,264143,3399,63202,242,85727,336,26,2021
24,Minnesota,0400000US27,2229100,4779,86754,2187,71530,1522,141218,2190,157449,2882,242045,3227,378186,3608,311870,3224,421114,4508,203105,2780,215829,3086,77706,350,102691,473,27,2021
25,Mississippi,0400000US28,1108670,4270,96864,2789,71226,2189,129017,2778,119109,3101,145813,2863,187965,3906,130944,3091,135088,3009,50588,1717,42056,1736,49111,447,68636,596,28,2021
26,Missouri,0400000US29,2433819,5438,136741,2552,104623,2695,215061,3406,230853,3592,317269,3799,443999,5777,322544,4389,368093,4531,147830,2733,146806,2655,61043,316,83152,420,29,2021
27,Montana,0400000US30,436481,2253,22775,1124,19427,1009,38285,1487,44098,1499,56020,1348,83371,2059,57062,1637,64848,1744,26117,1127,24478,1083,60560,730,82237,1134,30,2021
28,Nebraska,0400000US31,766887,2420,35439,1311,27932,976,58265,1623,66417,1844,95710,1869,143665,2335,108503,1777,130573,1942,52519,1409,47864,1445,66644,429,87815,687,31,2021
29,Nevada,0400000US32,1141952,2588,67384,2172,37503,1531,87210,2241,98794,2789,141567,2759,207426,3232,155803,2692,186672,3255,81718,2217,77875,1992,65686,488,89562,738,32,2021
30,New Hampshire,0400000US33,540498,1974,18333,1185,15565,1027,33510,1597,36243,1542,53522,1789,86088,2029,73882,2196,106135,2247,57634,1764,59586,1792,83449,773,108061,991,33,2021
31,New Jersey,0400000US34,3397156,5756,147115,3228,109383,2823,207976,4156,210606,4222,296929,4827,473048,6110,410984,5747,609135,5986,369660,4947,562320,5195,89703,507,124626,551,34,2021
32,New Mexico,0400000US35,797596,2730,64161,2416,43831,2061,81924,2347,79957,2375,103299,2820,141063,2923,92594,2532,108562,2836,43448,1580,38757,1332,54020,484,74363,654,35,2021
33,New York,0400000US36,7530150,13493,456977,5932,333523,5467,567721,6513,544667,7028,740067,8000,1116053,8392,887015,8738,1233148,10015,676774,6885,974205,8502,75157,322,111583,467,36,2021
34,North Carolina,0400000US37,4034684,9031,235452,4244,183386,3175,361143,4436,383580,5238,526739,6824,712096,6868,512372,6616,595322,6776,244476,3956,280118,4137,60516,353,84888,385,37,2021
35,North Dakota,0400000US38,316542,1777,16890,862,11838,728,24462,1088,26168,1253,36447,1495,56087,1643,43965,1464,56540,1856,22989,1063,21156,1229,68131,1030,89443,1198,38,2021
36,Ohio,0400000US39,4754161,9064,293381,4250,198612,3624,411639,5126,432407,5521,604458,5537,856791,6590,628149,5220,735349,6153,300551,3666,292824,4116,61938,252,83820,335,39,2021
37,Oklahoma,0400000US40,1503868,2833,92674,2278,69483,1861,141254,2405,154491,2671,201845,2744,280653,2965,190964,3043,215078,2820,80411,1795,77015,1997,56956,382,78040,529,40,2021
38,Oregon,0400000US41,1658091,3326,84552,2462,60961,2173,123595,2496,130283,2651,192949,2731,289316,3868,223511,3527,282873,4192,130812,2777,139239,2816,70084,505,94034,612,41,2021
39,Pennsylvania,0400000US42,5147783,8001,275900,4796,206667,3295,418904,5015,433184,5331,596390,6493,879398,6630,679745,6193,845598,7198,380936,4575,431061,4452,67587,271,92849,391,42,2021
40,Rhode Island,0400000US44,426769,1986,21194,1183,20657,1195,32556,1560,30836,1511,43954,1667,65368,2146,57528,2064,79066,2119,37039,1541,38571,1341,74489,1058,97908,1138,44,2021
41,South Carolina,0400000US45,1976447,5877,136273,2805,88573,2351,182616,3295,190743,3908,258028,3998,354793,4795,251920,4141,281706,3937,114473,3286,117322,2686,58234,482,81142,621,45,2021
42,South Dakota,0400000US46,345779,1419,16122,729,13569,758,28285,1180,32309,1244,44852,1392,64389,1427,51170,1465,57452,1584,19680,900,17951,858,63920,695,83175,989,46,2021
43,Tennessee,0400000US47,2664791,6361,165651,3448,125923,3155,244585,4405,254481,4343,358239,3327,485325,5049,340089,3847,380429,4773,151364,3251,158705,3405,58516,363,82012,514,47,2021
44,Texas,0400000US48,10239341,15384,582804,7136,381790,5044,793510,7607,870908,9445,1201280,8940,1767665,10470,1297103,10473,1661203,13100,787514,7914,895564,8091,67321,214,94115,327,48,2021
45,Utah,0400000US49,1033651,2531,36609,1625,26427,1276,54035,1880,71934,2109,111491,2680,187494,3003,156374,3058,210060,2920,90896,2356,88331,2050,79133,556,101412,538,49,2021
46,Vermont,0400000US50,262514,1418,10819,703,12115,811,20419,1059,21892,853,30739,1131,46717,1236,36387,1203,45741,1253,18858,851,18827,856,67674,896,89820,1087,50,2021
47,Virginia,0400000US51,3248528,6651,150800,3142,98723,2670,207675,3771,223457,3547,328320,4422,513547,5580,414535,5137,572333,5269,315040,3600,424098,5112,80615,377,111013,552,51,2021
48,Washington,0400000US53,2931841,4588,122237,2795,84336,2578,171608,3604,187620,3497,295017,4329,479273,4637,391503,4714,548342,5797,287746,3963,364159,4359,82400,397,111431,518,53,2021
49,West Virginia,0400000US54,711352,2637,55868,1859,41534,1570,82030,2151,73677,1866,97408,2151,125913,2449,84207,2199,91429,2050,31940,1324,27346,1126,50884,550,69436,588,54,2021
50,Wisconsin,0400000US55,2401818,5041,101769,2605,90814,2329,183501,3176,206557,3577,296978,3720,451114,4210,344384,3629,413713,4747,165972,2713,147016,2248,67080,329,87733,504,55,2021
51,Wyoming,0400000US56,230653,1540,11557,821,8523,663,17551,949,20163,1141,25694,1139,42022,1538,33153,1121,42133,1397,16818,963,13039,787,68002,1091,87786,1390,56,2021
52,Puerto Rico,0400000US72,1196790,4278,299201,3072,137111,2582,218407,3179,151568,2996,143969,2845,127706,2683,55027,1937,38617,1502,11610,758,13574,903,21967,175,34931,338,72,2021
1,Alabama,0400000US01,1933150,5364,124968,3269,104069,2486,185980,3703,175045,3880,238218,4078,325118,3873,240671,4125,284926,4455,128778,2978,125377,2453,59609,377,82992,478,01,2022
2,Alaska,0400000US02,264376,1393,10232,722,6532,622,15245,803,14638,839,24834,903,41544,1353,37590,1375,51988,1457,29177,1169,32596,1124,86370,1083,110602,1307,02,2022
3,Arizona,0400000US04,2739136,5481,134472,2854,86150,1958,182617,3390,210132,3849,313972,5440,481630,5923,374601,4859,475154,4979,227517,3879,252891,4018,72581,450,98569,551,04,2022
4,Arkansas,0400000US05,1171694,4301,70774,2033,62292,1940,119305,2876,116869,2505,158418,3071,206184,3106,145577,3002,160587,2739,65630,1903,66058,1963,56335,422,79592,833,05,2022
5,California,0400000US06,13315822,16341,589276,5884,427356,5268,741692,6820,799511,6908,1153474,8505,1829952,9805,1595276,10283,2369975,11379,1429049,10016,2380261,14018,91905,277,130718,365,06,2022
6,Colorado,0400000US08,2278044,4293,89105,2370,61959,2198,122605,2933,134874,2990,213454,4282,355658,4304,300180,4099,438091,5261,245957,3605,316161,3780,87598,508,117508,625,08,2022
7,Connecticut,0400000US09,1409807,3257,60673,2237,48082,1618,84086,2607,84029,2280,125731,2630,195546,3577,168856,3346,250517,3989,152858,2656,239429,3332,90213,730,130601,995,09,2022
8,Delaware,0400000US10,389000,1574,16749,1089,12173,921,23042,1338,27723,1287,41204,1924,63367,2049,54374,1738,71165,2075,39006,1532,40197,1510,79325,1227,104600,1249,10,2022
9,District of Columbia,0400000US11,315785,1500,23287,1459,11819,1083,15143,1079,14019,1077,21727,1302,35877,1476,34044,1733,49543,1699,34699,1500,75627,1781,101722,1569,150292,2040,11,2022
10,Florida,0400000US12,8353441,20969,432707,6740,310031,4772,638596,6804,696931,8188,1009970,9570,1469706,10659,1099260,10636,1332734,11691,615715,7261,747791,8295,67917,259,96992,396,12,2022
11,Georgia,0400000US13,3946490,8824,211192,4066,148437,3574,294464,4445,310853,4299,440043,5245,654163,7280,517368,6414,655307,6643,320569,5546,394094,5270,71355,353,99345,482,13,2022
12,Hawaii,0400000US15,483906,1934,20546,1120,12603,853,23683,1190,25074,1095,41180,1488,68142,2069,62793,1850,96247,2187,56757,1757,76881,2082,94814,994,122902,1404,15,2022
13,Idaho,0400000US16,675323,2094,24860,1096,22606,1194,48933,1688,53146,1643,80961,2358,129398,2928,100706,2942,117725,2623,48016,1801,48972,1787,70214,715,92780,899,16,2022
14,Illinois,0400000US17,4968761,7953,261983,4971,173630,3319,332403,4110,350966,5201,500799,5512,766671,6050,639046,5754,876255,6567,467313,5454,599695,5419,78433,297,108873,451,17,2022
15,Indiana,0400000US18,2653596,6425,131503,3019,97677,2651,204695,3055,222442,3308,331547,4700,478572,4861,372263,4970,446410,5061,191053,3500,177434,3342,67173,383,88805,487,18,2022
16,Iowa,0400000US19,1290139,4032,53544,1602,46854,1535,96051,2452,100749,2370,153024,2590,231140,2946,183917,2649,234590,3541,98518,2196,91752,2292,70571,395,92053,586,19,2022
17,Kansas,0400000US20,1148635,4002,51266,2056,41175,1539,83273,2268,94462,2393,136843,2895,206446,3100,155623,2601,196738,3167,91142,2393,91667,2349,69747,479,94263,839,20,2022
18,Kentucky,0400000US21,1769102,5421,108125,2998,98463,2531,158927,2627,160937,3312,219812,3323,308586,4504,226699,3827,269500,3658,111142,2662,106911,2356,60183,443,83093,534,21,2022
19,Louisiana,0400000US22,1765264,5601,129854,3231,105356,2667,177363,3408,163100,3624,207764,4139,280307,3853,202386,3800,258479,4423,120227,3160,120428,2889,57852,468,83169,677,22,2022
20,Maine,0400000US23,580172,2103,24295,1207,25844,1340,46594,1528,47320,1671,68939,1985,100518,2370,78575,2033,99871,2154,45425,1614,42791,1555,68251,611,91599,889,23,2022
21,Maryland,0400000US24,2318124,4316,96596,2608,61413,2208,110324,3236,119469,3097,187597,3497,315538,3744,285004,3341,447107,4512,281245,4217,413831,4544,98461,511,129642,603,24,2022
22,Massachusetts,0400000US25,2740995,5239,120942,3137,100873,2675,161560,2964,152809,2966,214705,3794,348096,4547,310851,4264,483857,5021,318147,4255,529155,5070,96505,551,134568,674,25,2022
23,Michigan,0400000US26,4009253,7688,202166,3446,165381,3363,301401,3875,327120,4408,484737,5480,689069,5419,539098,4805,660499,5029,312858,4146,326924,3921,68505,307,92835,364,26,2022
24,Minnesota,0400000US27,2256126,5182,80864,2258,66980,1695,130544,2605,142366,2333,222614,3202,362390,3225,306653,3366,441204,4189,234827,3228,267684,3258,84313,348,111341,461,27,2022
25,Mississippi,0400000US28,1121269,4612,83427,2367,72159,2528,122884,2792,110241,3182,146366,3116,187314,3248,135094,2913,149502,3300,61267,2001,53015,1839,52985,527,74149,729,28,2022
26,Missouri,0400000US29,2458324,6327,122900,2839,105613,2773,197220,3146,212054,3507,302741,4251,434755,4165,328894,4098,396930,4656,178180,3501,179037,2781,65920,361,89952,474,29,2022
27,Montana,0400000US30,443917,1940,20487,941,19026,958,34402,1284,38849,1579,55259,1640,81258,1988,60791,1624,70622,1754,31293,1112,31930,1321,66341,748,90142,1135,30,2022
28,Nebraska,0400000US31,776379,2049,32654,1372,26935,1157,54585,1522,61675,1890,90351,2147,138467,2030,107318,1965,140693,2461,63228,1431,60473,1431,71722,577,95547,791,31,2022
29,Nevada,0400000US32,1163671,3143,62807,2059,35920,1473,79741,2252,89643,2787,134267,3022,202602,3722,158653,3022,203299,3175,95832,2470,100907,2178,71646,495,97955,707,32,2022
30,New Hampshire,0400000US33,545116,1916,16025,1049,15334,1120,30146,1353,32814,1451,49203,1601,82227,2077,71642,2117,108531,2347,63030,1905,76164,2020,90845,966,118118,1141,33,2022
31,New Jersey,0400000US34,3438162,6410,139920,3697,102608,2854,185476,3721,196998,3899,281264,4199,455543,5532,397730,6151,620335,6469,396837,5537,661451,6004,97126,605,135170,705,34,2022
32,New Mexico,0400000US35,812852,2360,55478,1824,44676,2046,78770,1861,75163,2304,97803,2624,140512,3430,98632,2629,118639,2611,53559,1644,49620,1510,58722,581,81035,644,35,2022
33,New York,0400000US36,7604523,13178,425436,5376,327818,5288,526572,7056,502739,7054,703756,5984,1075012,10029,875580,7253,1275879,10086,738232,8556,1153499,8907,81386,350,120883,513,36,2022
34,North Carolina,0400000US37,4105232,9448,209321,4542,174876,3930,332894,4607,350979,5010,504846,6467,708246,7492,528750,6105,653151,7226,295174,4325,346995,4484,66186,380,92878,399,37,2022
35,North Dakota,0400000US38,320038,1758,14640,1068,11619,897,22456,1002,23498,1038,34435,1498,55097,1751,44389,1519,60275,2080,26887,1235,26742,1205,73959,1131,97221,1061,38,2022
36,Ohio,0400000US39,4789408,9328,248609,4392,210319,3732,376235,4728,396675,4527,579923,5565,829373,5965,636626,5572,791629,7005,354225,4367,365794,4542,66990,272,90958,384,39,2022
37,Oklahoma,0400000US40,1522711,3458,85991,2169,67594,1953,129000,2296,142568,2364,195713,2913,277572,3054,198337,2848,232074,3137,98072,2130,95790,1997,61364,451,84402,603,40,2022
38,Oregon,0400000US41,1680800,3418,73454,2245,59428,2045,113922,3010,116309,2762,182723,3088,277727,4207,224754,3545,303119,3880,152507,3019,176857,3404,76632,539,103330,676,41,2022
39,Pennsylvania,0400000US42,5193727,8465,249677,3723,200555,3990,386894,5020,397307,4808,569050,6046,848553,7183,675219,6258,895909,6553,442913,5166,527650,5797,73170,347,100837,414,42,2022
40,Rhode Island,0400000US44,432219,1811,19682,1190,19696,1325,29479,1555,28089,1306,40617,1744,63637,1974,55974,1800,82996,2314,43172,1690,48877,1603,81370,1213,106511,1370,44,2022
